text,triples
You can call the RequestDispatcher using either its include() or forward() method:,"(""RequestDispatcher"", ""The include method is a method of the RequestDispatcher class."", ""include""); (""RequestDispatcher"", ""The forward method is a method of the RequestDispatcher class."", ""forward"")"
By calling either the include() or forward() method the servlet container activates whatever Servlet is mapped to the URL the RequestDispatcher.,"(""Include"", ""The Include method is used to activate a Servlet mapped to a URL."", ""Servlet""); (""Forward"", ""The Forward method is used to activate a Servlet mapped to a URL."", ""Servlet""); (""Include"", ""The Include method is part of the RequestDispatcher functionality."", ""RequestDispatcher""); (""Forward"", ""The Forward method is part of the RequestDispatcher functionality."", ""RequestDispatcher"")"
There is a little difference between calling the forward() and include() method.,"(""FORWARD"", ""Both FORWARD and INCLUDE are methods mentioned in the text, indicating they are related as they are being compared."", ""INCLUDE"")"
"The forward() method intended for use in forwarding the request, meaning after the response of the calling servlet has been committed.","(""FORWARD"", ""The term 'forward()' is described as a method in the text."", ""METHOD"")"
"The include() method merges the response written by the calling servlet, and the activated servlet.","(""Include"", ""The include() method is used to merge the response written by the calling servlet, indicating a functional relationship between the method and the servlet class."", ""Servlet"")"
"This way you can achieve ""server side includes"" using the include().","(""include"", ""The method 'include' is used to achieve 'server side includes'."", ""server side includes"")"
The red boxes represent state (variables) that your servlet's service() method should be careful about accessing.,"(""SERVICE"", ""The SERVICE method is part of the SERVLET's functionality, as it is mentioned in the context of accessing state variables."", ""SERVLET"")"
"Of course it is not only the member variables and static variables inside the servlet class itself, that you need to be careful about accessing.","(""Servlet"", ""The text refers to the 'servlet class' indicating that 'Servlet' is a class entity."", ""Servlet"")"
"Static variables in any other class which are accessed by your servlet, must also be thread safe.","(""STATIC VARIABLES"", ""Static variables are accessed by the servlet, indicating a relationship between the two classes."", ""SERVLET"")"
In order to create a servlet filter you must implement the javax.servlet.Filter interface.,"(""javax.servlet.Filter"", ""The javax.servlet.Filter is an interface that needs to be implemented to create a servlet filter."", ""Filter"")"
"When the servlet filter is loaded the first time, its init() method is called, just like with servlets.","(""Servlet Filter"", ""The Init method is called when the Servlet Filter is loaded for the first time."", ""Init""); (""Servlet Filter"", ""The Servlet Filter is similar to Servlets in that both have an Init method that is called when they are loaded."", ""Servlets"")"
"Notice how the doFilter() method checks a request parameter, myParam, to see if it equals the string ""blockTheRequest"".","(""doFilter"", ""The doFilter method checks the request parameter myParam."", ""myParam"")"
"If not, the request is forwarded to the target of the request, by calling the filterChain.doFilter() method.","(""FILTERCHAIN"", ""The doFilter method is called on the FilterChain class to forward the request."", ""DOFILTER"")"
"You need to configure the servlet filter in the web.xml file of your web application, before it works.","(""Servlet Filter"", ""The Servlet Filter needs to be configured in the web.xml file."", ""Web.xml""); (""Servlet Filter"", ""The Servlet Filter is part of the configuration for the web application."", ""Web Application"")"
With this configuration all requests with URL's ending in .simple will be intercepted by the servlet filter.,NULL
Before a servlet can be invoked the servlet container must first load its class definition.,"(""Servlet"", ""The servlet is managed and executed by the servlet container, indicating a relationship where the container loads and runs the servlet."", ""Servlet Container"")"
"When the servlet class is loaded, the servlet container creates an instance of the servlet.","(""Servlet"", ""The servlet container creates an instance of the servlet when the servlet class is loaded."", ""Servlet Container"")"
"When a servlet instance is created, its init() method is invoked.","(""Servlet"", ""The init() method is invoked on a servlet instance, indicating that Init is a method of the Servlet class."", ""Init"")"
The init() method allows a servlet to initialize itself before the first request is processed.,"(""Init"", ""The init() method is used by a servlet to initialize itself."", ""Servlet"")"
You can specify init parameters to the servlet in the web.xml file.,"(""init parameters"", ""Init parameters are specified for the servlet."", ""servlet""); (""servlet"", ""The servlet is configured in the web.xml file."", ""web.xml"")"
"For every request received to the servlet, the servlets service() method is called.","(""Servlet"", ""The Service method is called on the Servlet class for every request received."", ""Service"")"
"As long as the servlet is active in the servlet container, the service() method can be called.","(""Servlet"", ""The Service method is a function that can be called on the Servlet class."", ""Service""); (""Servlet"", ""The Servlet class is active within the Servlet Container class."", ""Servlet Container"")"
"When a servlet is unloaded by the servlet container, its destroy() method is called.","(""Servlet"", ""The destroy() method is called on the Servlet class when it is unloaded."", ""Destroy""); (""Servlet Container"", ""The Servlet is managed by the Servlet Container, which unloads it."", ""Servlet"")"
"Once the servlet has been activated via the service() method, the servlet processes the request, and generates a response.","(""Servlet"", ""The Service method is a function that is activated by the Servlet class to process requests and generate responses."", ""Service"")"
This is done in the web.xml file of your Java web application.,"(""WEB.XML"", ""WEB.XML is a configuration file used in Java web applications."", ""JAVA"")"
"To configure a servlet in the web.xml file, you write this:",NULL
"Here you give the servlet a name, and writes the class name of the servlet.","(""Servlet"", ""The text refers to giving the servlet a name and writing the class name of the servlet, indicating a relationship between the servlet as a class and its naming."", ""Servlet"")"
"In the above example, all URL's ending in .html are sent to the servlet.","(""URL"", ""URLs ending in .html are directed to the servlet, indicating a relationship where the servlet processes these URLs."", ""SERVLET"")"
You can pass parameters to a servlet from the web.xml file.,"(""servlet"", ""Parameters can be passed to a servlet from the web.xml file, indicating a configuration relationship."", ""web.xml"")"
Here is how you read the init parameters from inside your servlet - in the servlets init() method:,"(""Init"", ""The init method is used within the Servlet class to read initialization parameters."", ""Servlet"")"
A servlets init() method is called when the servlet container loads the servlet for the first time.,"(""Servlets"", ""The init() method is a method of the Servlets class, called during the servlet's initialization."", ""Init""); (""Servlet Container"", ""The Servlet Container loads the Servlets class when it is first initialized."", ""Servlets"")"
"No one can access the servlet until the servlet has been loaded, and the init() method has been called successfully.","(""SERVLET"", ""The INIT method is called on the SERVLET class to initialize it."", ""INIT"")"
"Remember, the servlets init() method is called when the servlet is loaded.","(""Init"", ""The init() method is a part of the servlet lifecycle and is called when the servlet is loaded."", ""Servlet"")"
Here is how you access the parameter from inside an HttpServlet subclass:,"(""HttpServlet"", ""The text mentions accessing a parameter from inside an HttpServlet subclass, indicating a relationship where HttpServlet is the superclass."", ""subclass"")"
In this text I will show you a simple unit test implemented using JUnit 4.8.1.,"(""JUnit"", ""JUnit 4.8.1 is a specific version of the JUnit package"", ""JUnit 4.8.1"")"
First I will show you the class I want to test:,NULL
I have kept the class very simple to make it eaiser to understand what is going on.,NULL
To test this class I need a unit test that test each of its public methods.,"(""Class"", ""The class contains public methods that need to be tested."", ""Method"")"
"The class only has one public method, concatenate(), so all I need to test is this method.","(""Class"", ""The method 'concatenate()' is a public method of the class."", ""Concatenate"")"
Each test method usually tests a single method of the target class.,"(""TEST METHOD"", ""A test method is designed to test a single method of the target class."", ""TARGET CLASS"")"
"Sometimes, a test method can test more than one method in the target class, and sometimes, if the method to test is big, you split the test into multiple test methods.","(""test method"", ""A test method is used to test a method in the target class."", ""method""); (""test method"", ""A test method is associated with a target class as it tests methods within that class."", ""target class""); (""test methods"", ""Multiple test methods can be used to test a big method by splitting the test."", ""method"")"
Here is the JUnit unit test that test that the concatenate() method:,"(""JUnit"", ""The concatenate method is likely part of the JUnit package as it is being tested in a JUnit unit test."", ""concatenate"")"
"The unit test class is an ordinary class, with one method, testConcatenate().","(""Unit Test Class"", ""The method testConcatenate() is a part of the Unit Test Class."", ""Testconcatenate"")"
In this method we compare the output of the called method (concatenate()) with the expected output.,"(""Concatenate"", ""Concatenate is identified as a method because it is referred to as a called method in the text."", ""Method"")"
"In other words, we compare ""onetwo"" (expected output) with the value returned by the concatenate() method, which is kept in the variable result.","(""Concatenate"", ""The method Concatenate is used to produce a value that is stored in the variable Result."", ""Result"")"
"The assertEquals() method is a statically imported method, which normally resides in the org.junit.Assert class.","(""assertequals()"", ""The assertEquals() method is part of the org.junit.Assert class."", ""org.junit.assert"")"
Notice the static import of this class at the top of MyUnitTest.,"(""MyUnitTest"", ""MyUnitTest is a class that is being referenced in the context of a static import."", ""class"")"
Using the static import of the method is shorter than writing Assert.assertEquals().,"(""Assert"", ""The method assertEquals is a member of the class Assert."", ""assertEquals"")"
You can have as many test methods in a unit test class as you want.,"(""Test Methods"", ""Test Methods are contained within a Unit Test Class"", ""Unit Test Class"")"
This is how simple a unit test can be with JUnit 4.8.2 .,"(""JUnit"", ""JUnit is a package and 4.8.2 is a version number associated with it"", ""4.8.2"")"
"As you may have figured out from the simple test, most of the secret of implementing JUnit unit tests, is in the use of the assert methods in the class org.junit.Assert.","(""assert methods"", ""The assert methods are used within the Assert class."", ""Assert""); (""Assert"", ""The Assert class is part of the org.junit package."", ""org.junit"")"
In this text I will take a closer look at what assert methods are available in this class.,"(""ASSERT METHODS"", ""Assert methods are available within the class, indicating a relationship where the class contains or uses these methods."", ""CLASS"")"
"The code for this class is not shown, but you don't really need the code in order to understand how to test it.","(""Class"", ""class"")"
The assertArrayEquals() method will test whether two arrays are equal to each other.,"(""AssertArrayEquals"", ""AssertArrayEquals is a method that tests whether two arrays are equal."", ""Method"")"
"To check for element equality, the elements in the array are compared using their equals() method.","(""Equals"", ""The equals() method is used to compare elements in the array for equality."", ""Array"")"
"More specifically, the elements of each array are compared one by one using their equals() method.","(""Equals"", ""The equals() method is used to compare elements of each array."", ""Array"")"
"Second the myUnit.getTheStringArray() method is called, which is the method we want to test.","(""MYUNIT"", ""The method GETTHESTRINGARRAY is called on the class MYUNIT."", ""GETTHESTRINGARRAY"")"
"Third, the result of the myUnit.getTheStringArray() method call is compared to the expected array.","(""myUnit"", ""The method getTheStringArray is called on the class myUnit."", ""getTheStringArray"")"
"If the arrays are equal, the assertArrayEquals() will proceed without errors.","(""assertArrayEquals"", ""The method assertArrayEquals is used to compare arrays to check if they are equal."", ""arrays"")"
"The assertEquals() method compares two objects for equality, using their equals() method.","(""assertequals()"", ""The assertEquals() method uses the equals() method to compare two objects for equality."", ""equals()"")"
"First the myUnit.concatenate() method is called, and the result is stored in the variable result.","(""MyUnit"", ""The Concatenate method is a function that belongs to the MyUnit class."", ""Concatenate"")"
"Second, the result value is compared to the expected value ""onetwo"", using the assertEquals() method.","(""assertEquals"", ""The assertEquals method is used to compare the result value to the expected value 'onetwo'."", ""onetwo"")"
"If the two objects are equal according to their implementation of their equals() method, the assertEquals() method will return normally.","(""equals()"", ""The assertEquals() method uses the equals() method to determine if two objects are equal."", ""assertEquals()"")"
"Otherwise the assertEquals() method will throw an exception, and the test will stop there.","(""assertequals"", ""The assertEquals() method will throw an exception if the condition is not met."", ""exception"")"
"This example compared to String objects, but the assertEquals() method can compare any two objects to each other.","(""assertEquals"", ""The assertEquals method is used to compare String objects."", ""String"")"
The assertEquals() method also come in versions which compare primitive types like int and float to each other.,"(""assertequals"", ""The assertEquals() method is used to compare primitive types like int and float."", ""primitive types"")"
"The assertTrue() and assertFalse() methods tests a single variable to see if its value is either true, or false.","(""AssertTrue"", ""Both methods are used to test a single variable for boolean values."", ""AssertFalse"")"
"As you can see, the method call to myUnit.getTheBollean() is inlined inside the assertTrue() assertFalse() calls.","(""myUnit"", ""The method getTheBollean is called on the class myUnit."", ""getTheBollean""); (""getTheBollean"", ""The method getTheBollean is used as an argument in the assertTrue method."", ""assertTrue""); (""getTheBollean"", ""The method getTheBollean is used as an argument in the assertFalse method."", ""assertFalse"")"
"If the getTheBoolean() method returns true, the assertTrue() method will return normally.","(""getTheBoolean"", ""The assertTrue() method's behavior depends on the return value of the getTheBoolean() method."", ""assertTrue"")"
"If the getTheBoolean() method returns false, the assertFalse() method will return normally.","(""GetTheBoolean"", ""The AssertFalse method's behavior depends on the return value of the GetTheBoolean method."", ""AssertFalse"")"
"Of course the above test will fail in either the assertTrue() or assertFalse() call, if the getTheBoolean() method returns the same value in both calls.","(""assertTrue"", ""The assertTrue method is related to the getTheBoolean method because it uses the return value of getTheBoolean to perform its assertion."", ""getTheBoolean""); (""assertFalse"", ""The assertFalse method is related to the getTheBoolean method because it uses the return value of getTheBoolean to perform its assertion."", ""getTheBoolean"")"
The assertNull() and assertNotNull() methods test a single variable to see if it is null or not null.,"(""AssertNull"", ""Both methods are used to test a single variable for null or not null values."", ""AssertNotNull"")"
The call to myUnit.getTheObject() is inlined in the assertNull() and assertNotNull() calls.,"(""myUnit"", ""The method getTheObject is called on the class myUnit."", ""getTheObject""); (""getTheObject"", ""The method getTheObject is used within the assertNull method call."", ""assertNull""); (""getTheObject"", ""The method getTheObject is used within the assertNotNull method call."", ""assertNotNull"")"
"If the myUnit.getTheObject() returns null, the assertNull() method will return normally.","(""myUnit"", ""The method getTheObject is called on the class myUnit."", ""getTheObject""); (""assertNull"", ""The method assertNull is used to check the result of the getTheObject method."", ""getTheObject"")"
"If a non-null value is returned, the assertNull() method will throw an exception, and the test will be aborted here.","(""ASSERTNULL"", ""The assertNull() method will throw an exception if a non-null value is returned."", ""EXCEPTION""); (""ASSERTNULL"", ""The assertNull() method will cause the test to be aborted if a non-null value is returned."", ""TEST"")"
"The assertNotNull() method works oppositely of the assertNull() method, throwing an exception if a null value is passed to it, and returning normally if a non-null value is passed to it.","(""AssertNotNull"", ""Both methods are related as they perform opposite checks on null values."", ""AssertNull"")"
The assertSame() and assertNotSame() methods tests if two object references point to the same object or not.,"(""assertSame"", ""Both are methods used to test if two object references point to the same object or not."", ""assertNotSame"")"
It is not enough that the two objects pointed to are equals according to their equals() methods.,"(""equals"", ""The text refers to the equals() methods, indicating a relationship between the concept of equality and the method itself."", ""equals"")"
The calls to myUnit.getTheSameObject() are inlined into the assertSame() and assertNotSame() method calls.,"(""myUnit"", ""The method getTheSameObject is called on the class myUnit."", ""getTheSameObject""); (""getTheSameObject"", ""The method getTheSameObject is inlined into the method assertSame."", ""assertSame""); (""getTheSameObject"", ""The method getTheSameObject is inlined into the method assertNotSame."", ""assertNotSame"")"
"If the two references points to the same object, the assertSame() method will return normally.","(""assertSame"", ""The assertSame method checks if two references point to the same object."", ""object"")"
"If the two objects do not poin to the same object, the assertNotSame() method will return normally.","(""assertNotSame"", ""The assertNotSame is identified as a method because it is described as such in the text."", ""method"")"
The assertThat() method compares an object to an org.hamcrest.Matcher to see if the given object matches whatever the Matcher requires it to match.,"(""assertThat()"", ""The assertThat() method uses the org.hamcrest.Matcher class to compare an object and determine if it matches the required conditions."", ""org.hamcrest.Matcher"")"
"If you are testing a component that uses a database, e.g.","(""Component"", ""A component may interact with a database as part of its functionality."", ""Database"")"
"a DAO class, you may want to test that the component really inserts data into the database, updates it etc.","(""DAO"", ""The DAO class is likely a component that interacts with the database to perform operations like inserting and updating data."", ""component"")"
It is just a standard Java class - nothing secret about it.,"(""Java"", ""class"")"
"Exactly what methods you will put in your own TestData class, depends on the data used by your application.","(""TestData"", ""The methods are part of the TestData class, as they are implemented within it."", ""methods"")"
"Also, you may want some of the methods to take parameters, rather than e.g.","(""methods"", ""The methods may take parameters, indicating a relationship where methods use parameters as input."", ""parameters"")"
"Once you have such a TestData class, you can use and reuse it in your unit tests.","(""TestData"", ""The TestData class is used and reused in unit tests."", ""unit tests"")"
"The TestData class can contain all kinds of business wise complex test data setups, which are then easy to setup in the database, once they have been programmed once.","(""TestData"", ""The TestData class is used to set up complex test data in the database."", ""database"")"
"Below is a diagram illustrating a unit test, a unit (which is being tested), and a dependency which is some class used by the unit.","(""UNIT"", ""The unit is being tested and relies on the dependency, which is a class used by the unit."", ""DEPENDENCY"")"
"If a method or field is private, only instances of that class can access that method or field.","(""Method"", ""A method is associated with a class as it is defined within it."", ""Class""); (""Field"", ""A field is associated with a class as it is defined within it."", ""Class"")"
"A protected method or field, on the other hand, is also accessible to other classes in the same package, and for subclasses of the unit too.","(""Method"", ""A method is accessible to other classes."", ""Classes""); (""Field"", ""A field is accessible to other classes."", ""Classes""); (""Method"", ""A method is accessible to other classes in the same package."", ""Package""); (""Field"", ""A field is accessible to other classes in the same package."", ""Package""); (""Method"", ""A method is accessible to subclasses."", ""Subclasses""); (""Field"", ""A field is accessible to subclasses."", ""Subclasses"")"
"By encapsulating calls to external dependencies (components) in protected methods, you can create a subclass mock of the unit to test, and override these protected methods, to make them record information about whether they were called or not.","(""subclass"", ""The subclass can override the protected methods to record information about their calls."", ""protected methods"")"
"By ""boundary class"" I mean classes that plug into some framework.","(""Boundary Class"", ""Boundary Class is a type of class that integrates with a framework"", ""Framework"")"
You may need the whole framework running in order to test your boundary class.,"(""Framework"", ""The Boundary class may need the Framework class to be running for testing purposes."", ""Boundary"")"
"Examples of boundary classes are Servlets, Struts actions, custom Swing components, EJB's etc.","(""Servlets"", ""class""); (""Struts actions"", ""class""); (""Swing components"", ""class""); (""EJB's"", ""class"")"
Each of these boundary classes need a larger framework or server running in order to test them.,"(""Boundary Classes"", ""Boundary classes need a larger framework to function properly."", ""Framework""); (""Boundary Classes"", ""Boundary classes require a server running to be tested."", ""Server"")"
"A way to get around that is to move the business logic out of the boundary class, and into it's own component.","(""boundary"", ""The business logic is suggested to be moved out of the boundary class, indicating a relationship between them."", ""business logic"")"
Make sure that the business logic component does not know anything about the boundary classes.,"(""BUSINESS LOGIC COMPONENT"", ""The business logic component should not have any knowledge of the boundary classes, indicating a separation of concerns between these two classes."", ""BOUNDARY CLASSES"")"
"For instance, if your boundary class is a servlet, your business logic class should not know anything about the HttpRequest or HttpResponse interfaces.","(""Servlet"", ""The Servlet class interacts with the HttpRequest class as it typically processes incoming requests."", ""HttpRequest""); (""Servlet"", ""The Servlet class interacts with the HttpResponse class as it typically generates responses."", ""HttpResponse""); (""HttpRequest"", ""HttpRequest and HttpResponse are related as they are both part of the request-response cycle in web applications."", ""HttpResponse"")"
"Preferably, the business logic class only takes the parameters it needs, as the types it needs.","(""Business Logic"", ""The business logic class takes parameters as part of its operation."", ""Parameters"")"
"When your business logic class is separated from the boundary class, you can test the business logic class separately.","(""Business Logic Class"", ""The Business Logic Class is separated from the Boundary Class, indicating a relationship between the two classes."", ""Boundary Class"")"
"When the boundary classes are minimized to dispatch logic, the risk of errors in them are a lot smaller, in case you choose not to unit test them.","(""Boundary Classes"", ""Boundary Classes are minimized to Dispatch Logic, indicating a relationship where Boundary Classes are reduced to or transformed into Dispatch Logic."", ""Dispatch Logic"")"
"For an example of this, see the Servlet Unit Testing text, in which I show how to unit test the business logic of a servlet, by moving the business logic to a separate class.","(""Servlet"", ""The business logic is part of the servlet, as it is mentioned that the business logic of a servlet is being tested."", ""Business Logic""); (""Servlet Unit Testing"", ""Servlet Unit Testing involves testing the servlet, as indicated by the context of unit testing the business logic of a servlet."", ""Servlet"")"
In this text I will give a few suggestions to how you can test such classes.,"(""Classes"", ""class"")"
Let's look at how to write a unit test for this class.,"(""Unit Test"", ""A unit test is typically written to test the functionality of a class."", ""Class"")"
The ByteArrayInputStream is then used as input into the MyIOUnitTest.read() method.,"(""MyIOUnitTest"", ""The read method is a part of the MyIOUnitTest class."", ""read""); (""ByteArrayInputStream"", ""The ByteArrayInputStream is used as input into the read method."", ""read"")"
Here is the unit test which uses a ByteArrayOutputStream to collect the data written to the OutputStream passed to the MyIOUnit.write() method:,"(""MyIOUnit"", ""The write method is associated with the MyIOUnit class, indicating that it is a function or operation that can be performed by instances of MyIOUnit."", ""write""); (""ByteArrayOutputStream"", ""ByteArrayOutputStream is used to collect data written to an OutputStream, indicating a functional relationship where ByteArrayOutputStream acts as a buffer for OutputStream."", ""OutputStream"")"
"Notice how the output.toByteArray() method is called, and passed into a String.","(""Output"", ""The ToByteArray method is called on the Output class."", ""ToByteArray""); (""ToByteArray"", ""The result of the ToByteArray method is passed into a String."", ""String"")"
"If your input or output component uses a Reader or Writer instead of an InputStream or OutputStream, you can use the classes CharArrayReader and CharArrayWriter instead of ByteArrayInputStream and ByteArrayOutputStream.","(""CharArrayReader"", ""Both are classes used as alternatives to Reader and Writer components."", ""CharArrayWriter""); (""ByteArrayInputStream"", ""Both are classes used as alternatives to InputStream and OutputStream components."", ""ByteArrayOutputStream""); (""CharArrayReader"", ""Both are classes that serve as alternatives for different types of input components."", ""ByteArrayInputStream""); (""CharArrayWriter"", ""Both are classes that serve as alternatives for different types of output components."", ""ByteArrayOutputStream"")"
You may also be able to use the StringReader and StringWriter classes in your unit tests.,"(""StringReader"", ""Both are classes that can be used in unit tests for handling strings."", ""StringWriter"")"
"Unit testing means testing the smaller units of your application, like classes and methods.","(""Unit Testing"", ""Unit testing involves testing individual classes as part of the process."", ""Classes""); (""Unit Testing"", ""Unit testing involves testing individual methods as part of the process."", ""Methods"")"
"JUnit 4.8.2 ships with Hamcrest internally, so you don't have to download it, and add it yourself.","(""JUnit"", ""JUnit includes Hamcrest internally, indicating a dependency or inclusion relationship between the two packages."", ""Hamcrest"")"
"Matchers are used with the org.junit.Assert.assertThat() method, which looks like this:","(""Matchers"", ""Matchers are used with the assertThat method."", ""assertThat""); (""org.junit.Assert"", ""The assertThat method is part of the org.junit.Assert package."", ""assertThat"")"
"The assertThat() method just takes care of the ""plumming"" - meaning calling the Matcher with the given object.","(""assertThat"", ""The assertThat method calls the Matcher with the given object, indicating a functional relationship between them."", ""Matcher"")"
"In the example above, the org.hamcrest.CoreMatchers.is() method is used to create a Matcher.","(""is"", ""The method 'is' is a part of the 'CoreMatchers' class."", ""CoreMatchers""); (""CoreMatchers"", ""The 'CoreMatchers' class is contained within the 'org.hamcrest' package."", ""org.hamcrest"")"
"The Matcher returned by is() returns true, if the two values compared are equal, and false if not.","(""Matcher"", ""The method 'is' is likely a part of or used by the 'Matcher' class, as it returns a Matcher object."", ""is"")"
"The is() method returns one matcher, and the not() method returns another.","(""Is"", ""Both are methods that return matchers."", ""Not"")"
The matcher returned by not() negates the matcher output of the matcher given as input.,"(""Not"", ""The method 'not()' returns a matcher, indicating that it is related to the 'Matcher' class."", ""Matcher"")"
"In this case, it is the output of the matcher returned by the is() method, that is negated.","(""IS"", ""The IS method returns the output of the MATCHER."", ""MATCHER""); (""IS"", ""The IS method returns the OUTPUT."", ""OUTPUT"")"
You can write your own matchers and plug into the assertThat() method.,"(""matchers"", ""The matchers can be plugged into the assertThat method, indicating a functional relationship where matchers are used within the method."", ""assertThat"")"
The static method matches() creates a new matcher and returns it.,"(""matches"", ""The method 'matches' creates a new matcher."", ""matcher""); (""matches"", ""The method 'matches' returns a matcher."", ""returns"")"
You just embed the call to the static method matches() inside the assertThat() method.,"(""Matches"", ""The Matches method is used inside the AssertThat method, indicating a functional relationship where Matches is called by AssertThat."", ""AssertThat"")"
In several situations mock testing is easier than testing with the real collaborators of a class.,"(""Class"", ""class"")"
When testing a DAO you may use a mock java.sql.Connection and java.sql.ResultSet object with the DAO to check that the DAO makes the correct JDBC calls.,"(""DAO"", ""The DAO class uses the java.sql.Connection class to establish a connection to the database."", ""java.sql.Connection""); (""DAO"", ""The DAO class uses the java.sql.ResultSet class to handle the results of a database query."", ""java.sql.ResultSet""); (""DAO"", ""The DAO class makes JDBC calls to interact with the database."", ""JDBC"")"
It is not visible from the value returned by the DAO if it remembered to call ResultSet.close() and Connection.close() before returning.,"(""DAO"", ""The DAO class is responsible for calling the ResultSet.close() method to close the result set."", ""ResultSet.close()""); (""DAO"", ""The DAO class is responsible for calling the Connection.close() method to close the connection."", ""Connection.close()"")"
The above situation was exactly the case for the GenericDao class in Mr. Persister.,"(""GenericDao"", ""The GenericDao class is part of the Mr. Persister package."", ""Mr. Persister"")"
Ideally the JDBC driver would detect that when calling the PreparedStatement.executeUpdate() method.,"(""PreparedStatement"", ""The executeUpdate method is a function that belongs to the PreparedStatement class."", ""executeUpdate""); (""JDBC Driver"", ""The JDBC Driver interacts with the PreparedStatement class to execute SQL statements."", ""PreparedStatement"")"
Therefore we decided to compare the PreparedStatement.getParameterMetaData().getParameterCount() with parameters.length before calling PreparedStatement.executeUpdate().,"(""PreparedStatement"", ""The method getParameterMetaData is called on the class PreparedStatement."", ""getParameterMetaData""); (""getParameterMetaData"", ""The method getParameterCount is called on the result of getParameterMetaData."", ""getParameterCount""); (""PreparedStatement"", ""The method executeUpdate is called on the class PreparedStatement."", ""executeUpdate"")"
"This works with the HSQLDB driver, but the MySQL driver haven't implemented the PreparedStatement.getParameterMetaData() method.","(""HSQLDB"", ""The HSQLDB driver works with the getParameterMetaData method."", ""getParameterMetaData""); (""MySQL"", ""The MySQL driver has not implemented the getParameterMetaData method."", ""getParameterMetaData""); (""PreparedStatement"", ""The getParameterMetaData is a method of the PreparedStatement class."", ""getParameterMetaData"")"
Fortunately the MySQL driver does throw an exception if the ?-signs and the parameters set doesn't match when calling PreparedStatement.executeUpdate().,"(""PreparedStatement"", ""The method executeUpdate is called on the PreparedStatement class."", ""executeUpdate""); (""MySQL Driver"", ""The MySQL Driver is responsible for handling database operations, which includes using the PreparedStatement class."", ""PreparedStatement"")"
"In the classpath element I add the output locations of my project code, and test code.","(""Classpath Element"", ""The classpath element includes the output locations of the project and test code."", ""Output Locations"")"
In the test element I declare which unit test class to execute.,"(""Test Element"", ""The Test Element specifies which Unit Test Class to execute."", ""Unit Test Class"")"
The classpath stuff is the same as in the first example.,"(""Classpath"", ""class"")"
"In this example I execute all files that has the text ""Test"" and "".java"" in their file name, regardless of what directory they are located in, recursively.",NULL
"What I usually do instead, is to ""move the code out of the boundary class"", as I have described in the text Design for Testability.","(""Boundary Class"", ""The text 'Design for Testability' describes the concept of moving code out of the 'Boundary Class'."", ""Design for Testability"")"
"Basically, I would try to push the main business logic in the servlet into a separate class which has no dependencies on the Servlet API's, if possible.","(""Servlet"", ""The Servlet class is part of the Servlet API package, indicating a dependency or usage relationship."", ""Servlet API""); (""Business Logic"", ""The Business Logic class is suggested to be separated from the Servlet class to reduce dependencies."", ""Servlet"")"
"So, I will take the concatenation logic and move into a separate class, which can be tested independent from the MyServlet class.","(""Concatenation Logic"", ""The Concatenation Logic class is being moved to be independent from the MyServlet class, indicating a relationship where Concatenation Logic was previously part of or used by MyServlet."", ""MyServlet"")"
Notice how the concatenation logic has been moved to a class called MyConcatenator.,"(""MyConcatenator"", ""The concatenation logic is implemented within the MyConcatenator class."", ""concatenation logic"")"
Notice how the concatenate() method only refers to a string array.,"(""Concatenate"", ""The concatenate method is used to refer to a string array."", ""String Array"")"
Notice again how it was not necessary to reference any servlet classes or interfaces in this unit test.,"(""servlet"", ""The text mentions that it was not necessary to reference any servlet classes or interfaces in the unit test, indicating a relationship between servlet and unit test."", ""unit test"")"
By real objects I mean the objects the tested unit (class) will be using in the real application.,"(""Class"", ""The term 'class' is mentioned as the tested unit, indicating a relationship with the concept of real objects in the application."", ""Class"")"
"If you have a class Calculator, that needs a dao (Data Access Object) object to load the data it needs from a database, then the dao object is a ""real object"".","(""Calculator"", ""The class Calculator requires a dao object to load data from a database, indicating a dependency relationship."", ""dao"")"
In order to test the Calculator class you will have to provide it with a dao object that has a valid connection to the database.,"(""Calculator"", ""The Calculator class requires a dao object to function, indicating a dependency or interaction between them."", ""dao"")"
Instead you can provide the Calculator instance with a fake dao class which just returns the data you need for the test.,"(""Calculator"", ""The Calculator class is provided with a dao class to return the necessary data for testing."", ""dao"")"
The fake dao class will not actually read the data from the database.,"(""Fake Dao"", ""The Fake Dao class is mentioned in the context of reading data from the database, indicating a relationship between the class and the database."", ""Database"")"
A replacement for a real object which makes it easier to test the Calculator class.,"(""Calculator"", ""The replacement is used to facilitate testing of the Calculator class."", ""replacement"")"
Nor can you see if the connection.close() method was called before returning the value.,"(""CONNECTION.CLOSE()"", ""The method CONNECTION.CLOSE() is mentioned in the context of being called before returning the value, indicating a relationship between the method and the value."", ""VALUE"")"
"If you add a String ""myReturnValue"" as return value to the stub and then call connection.prepareStatement(""select * from houses"") which returns a PreparedStatement, you will get an exception.","(""prepareStatement"", ""The method prepareStatement is used to obtain an instance of the class PreparedStatement."", ""PreparedStatement""); (""String"", ""The class String is used as a return value in the context of calling the method prepareStatement."", ""prepareStatement"")"
"The String return value cannot be returned from the connection.prepareStatement(""...""); You will have to make sure yourself that the return values and called methods on the stub match.","(""prepareStatement"", ""The method prepareStatement is related to the class String as it is mentioned in the context of returning a String value."", ""String"")"
