text_id,text,retrieved_context_triplets,retrieved_examples,extracted_triplets,triplet_count,kb_size_before,kb_size_after
4508,The RionWriter contains a method named writeBytes() which can be used to write a RION Bytes field to the destination byte array.,"(RION Ops RionObjectWriter, writes, Java objects)
(readBytes(), reads, RION Bytes field)
(RionObjectWriter, has_method, writeCyclic())
(RION Bytes field, stored_in, byte array)
(RION field, stored_in, byte array)","[Example 1]
Text: You set the destination byte array of the RionWriter using the setDestination() method.
Triplets: (RionWriter, has_method, setDestination()) | (setDestination(), sets, destination byte array)

[Example 2]
Text: The RION Ops RionObjectWriter class makes it easy to write Java objects as a RION field to a byte array.
Triplets: (RION Ops RionObjectWriter, writes, Java objects) | (Java objects, converts_to, RION field) | (RION field, stored_in, byte array)

[Example 3]
Text: The RION Ops RionReader class, com.nanosai.rionops.rion.read.RionReader makes it easy to write RION fields from a Java byte array.
Triplets: (RION Ops RionReader, writes, RION fields) | (RION fields, stored_in, Java byte array)","(rionwriter, contains, writebytes)",3,8224,8227
4520,Here is an example of writing a Java Calendar as a RION UTC field to the destination byte array using the RionWriter writeUtc() method:,"(Java Calendar, converts_to, RION UTC field)
(RION UTC field, converts_to, Java Calendar instance)
(RION UTC field, stored_in, destination byte array)
(writeUtc(), writes, RION UTC field)
(Java 8 date time API, represents, time zones)","[Example 1]
Text: The RionWriter method writeUtc() method writes a date and time in the shape of a Java Calendar as a RION UTC field (UTC date-time) to the destination byte array.
Triplets: (RionWriter, has_method, writeUtc()) | (writeUtc(), writes, RION UTC field) | (Java Calendar, converts_to, RION UTC field) | (RION UTC field, stored_in, destination byte array)

[Example 2]
Text: The readUtcCalendar() method of the RionReader class can read a RION UTC field as a Java Calendar instance.
Triplets: (RionReader, has_method, readUtcCalendar()) | (readUtcCalendar(), reads, RION UTC field) | (RION UTC field, converts_to, Java Calendar instance)

[Example 3]
Text: The RION Ops RionObjectWriter class makes it easy to write Java objects as a RION field to a byte array.
Triplets: (RION Ops RionObjectWriter, writes, Java objects) | (Java objects, converts_to, RION field) | (RION field, stored_in, byte array)","(rionwriter, writing, Java Calendar)",4,8256,8256
4561,To use the StreamStorageFS class you must first create a StreamStorageFS instance.,"(StreamStorageFS, instance_of, StreamStorageFactory)
(StreamStorageRootFS, instance_of, StreamStorageFactory)
(StreamStorageFactory, has_method, createStreamStorageFS())
(StreamStorageFactory, has_method, createStreamStorageRootFS())
(StreamStorageFS, is_core_class, Stream Ops data storage engine)","[Example 1]
Text: You can create a StreamStorageFS instance via the StreamStorageFactory createStreamStorageFS() method.
Triplets: (StreamStorageFactory, has_method, createStreamStorageFS()) | (StreamStorageFS, instance_of, StreamStorageFactory)

[Example 2]
Text: You can create a StreamStorageRootFS instance via the StreamStorageFactory createStreamStorageRootFS() method.
Triplets: (StreamStorageFactory, has_method, createStreamStorageRootFS()) | (StreamStorageRootFS, instance_of, StreamStorageFactory)

[Example 3]
Text: The StreamStorageFS class is one of the core classes of the Stream Ops data storage engine.
Triplets: (StreamStorageFS, is_core_class, Stream Ops data storage engine)","(streamstoragefs, create, streamstoragefs)",1,8326,8327
4565,"The readBytes() method reads bytes from the file represented by the given StreamStorageBlockFS instance, into the byte[] array passed as parameter.","(StreamStorageFS, has_method, read bytes from a stream block file)
(read(), blocks, streams)
(bytes, read_from, FileInputStream)
(Java DataInputStream, enables, read an array of bytes)
(StreamStorageBlockFS, instance_of, StreamStorageFS)","[Example 1]
Text: The StreamStorageFS class contains a method to read bytes from a stream block file.
Triplets: (StreamStorageFS, has_method, read bytes from a stream block file)

[Example 2]
Text: The call to read() reads a byte just like from an InputStream.
Triplets: (read(), reads, byte) | (read(), similar_to, read() from InputStream)

[Example 3]
Text: Being an InputStream the FileInputStream also has two read() methods which can read data into a byte array.
Triplets: (FileInputStream, can_read_into, byte array)","(readBytes(), reads, bytes) | (readBytes(), reads_from, StreamStorageBlockFS)",2,8331,8333
4569,Here is an example of obtaining the root directory path of a StreamStorageRootFS via its getRootDirPath() method:,"(StreamStorageRootFS, has_method, getRootDirPath())
(StreamStorageRootFS, instance_of, StreamStorageFactory)
(StreamStorageRootFS, is_class, Stream Ops for Java)
(StreamStorageFS, instance_of, StreamStorageFS)
(StreamStorageFactory, has_method, createStreamStorageRootFS())","[Example 1]
Text: You can always obtain the root directory path a StreamStorageRootFS was created with via its getRootDirPath() method.
Triplets: (StreamStorageRootFS, has_method, getRootDirPath())

[Example 2]
Text: You can create a StreamStorageRootFS instance via the StreamStorageFactory createStreamStorageRootFS() method.
Triplets: (StreamStorageFactory, has_method, createStreamStorageRootFS()) | (StreamStorageRootFS, instance_of, StreamStorageFactory)

[Example 3]
Text: You can obtain a list of StreamStorageBlockFS instances from a StreamStorageFS by calling getStorageBlocks().
Triplets: (StreamStorageFS, has_method, getStorageBlocks()) | (StreamStorageBlockFS, instance_of, StreamStorageFS)","(StreamStorageRootFS, has_method, getRootDirPath())",1,8336,8336
4583,Sometimes you need a classpath which contains more than one directory or JAR file.,"(JAR files, needed_on, classpath)
(JAR files, available_on, classpath)
(Butterfly Persistence, require, JAR file in classpath)
(JAR file, available_on, Java classpath)
(JAR file, lacks, module descriptor)","[Example 1]
Text: These JAR files are needed on the classpath when you compile your project code.
Triplets: (JAR files, needed_on, classpath) | (classpath, used_when, compile project code)

[Example 2]
Text: You could, however, also put your own classes into a JAR file, and locate it here, rather than putting those classes in the classes directory.
Triplets: (classes, put_into, JAR file) | (JAR file, locate_in, here) | (classes, put_in, classes directory)

[Example 3]
Text: Therefore it is normal to separate the .java files from the .class files.
Triplets: (.java files, separated_from, .class files)","(classpath, contains, directory) | (classpath, contains, JAR file)",2,8361,8363
4616,You can write data to the TCP connection via the NetSocket write() method.,"(socket, write_data_via, OutputStream)
(server_connection, via, TCP/IP)
(Socket, part_of, java.net)
(data downloaded from URLs, source, network connection to the URL)
(flush(), ensures, buffered data is written to network)","[Example 1]
Text: Once you have opened a socket (network connection) though, you read and write data to and from it via Java IO's InputStream and OutputStream classes.
Triplets: (Java IO, uses, InputStream) | (Java IO, uses, OutputStream) | (socket, read_data_via, InputStream) | (socket, write_data_via, OutputStream)

[Example 2]
Text: Writing data to a SocketChannel is done using the SocketChannel.write() method, which takes a Buffer as parameter.
Triplets: (SocketChannel, has_method, write())

[Example 3]
Text: You can send data via a DatagramChannel by calling its send() method, like this:
Triplets: (DatagramChannel, has_method, send()) | (data, sent_via, DatagramChannel)","(write, write data to, TCP connection)",2,8433,8435
4652,Deque.removeLast() is different from pollLast() which returns null if the Deque is empty,"(pollLast(), removes, element from end of Deque)
(pollLast(), removes, last element of Java Deque)
(removeLast(), throws_exception, empty Deque)
(remove(), returns, element removed from Deque)
(pollLast(), returns, null)","[Example 1]
Text: This is different from pollLast() which returns null if the Deque is empty.
Triplets: (pollLast(), returns, null)

[Example 2]
Text: This is different than removeLast() which throws an exception if the Deque is empty.
Triplets: (removeLast(), throws_exception, empty Deque)

[Example 3]
Text: The pollLast() method removes an element from the end (tail) of the Deque.
Triplets: (pollLast(), removes, element from end of Deque)","(deque.removelast(), is different from, polllast)",2,8488,8489
4658,Deque.removeFirst() is different from pollFirst() which returns null if the Deque is empty,"(pollFirst(), removes, element from beginning of Deque)
(pollFirst(), removes, first element of Java Deque)
(removeFirst(), throws_exception, empty Deque)
(remove(), returns, element removed from Deque)
(getFirst(), returns, first element from beginning of Deque)","[Example 1]
Text: Deque.removeLast() is different from pollLast() which returns null if the Deque is empty
Triplets: (removeLast(), different_from, pollLast())

[Example 2]
Text: This is different from pollFirst() which returns null if the Deque is empty.
Triplets: (pollFirst(), returns, null)

[Example 3]
Text: The pollFirst() method removes an element from the beginning of the Deque, just like poll().
Triplets: (pollFirst(), removes, element from beginning of Deque) | (pollFirst(), similar_to, poll())","(deque.removefirst(), is different from, pollfirst)",2,8489,8490
4677,You can use addBatch() and executeBatch() methods to execute batch updates.,"(executeBatch(), executes, batch updates)
(update(), writes, variables)
(batch up data, minimizes, overhead per data block)
(addBatch(), used_for, SQL statements)
(update(), writes, days)","[Example 1]
Text: Third, the executeBatch() method is called, which executes all the batch updates.
Triplets: (executeBatch(), executes, batch updates)

[Example 2]
Text: First you add the SQL statements to be executed in the batch, using the addBatch() method.
Triplets: (addBatch(), used_for, SQL statements)

[Example 3]
Text: run.cmd and you can execute it from a Windows command line.
Triplets: (run.cmd, execute_from, Windows command line)","(addbatch(), used with, executebatch)",2,8497,8498
4713,The Java InputStreamReader class java.io.InputStreamReader wraps a Java InputStream thereby turning the byte based InputStream into a character based Reader,"(Java InputStreamReader, turns, byte based InputStream into character based Reader)
(Java InputStreamReader, enables, get character encoding)
(Java InputStreamReader, wraps, Java InputStream)
(Java InputStreamReader, subclass_of, Java Reader)
(Java IO, uses, InputStream)","[Example 1]
Text: The Java InputStreamReader class, java.io.InputStreamReader, wraps a Java InputStream, thereby turning the byte based InputStream into a character based Reader.
Triplets: (Java InputStreamReader, wraps, Java InputStream) | (Java InputStreamReader, turns, byte based InputStream into character based Reader)

[Example 2]
Text: The Java Reader (java.io.Reader) and Java Writer class (java.io.Writer) in Java IO work much like the InputStream and OutputStream with the exception that Reader and Writer are character based.
Triplets: (Java Reader, works_like, InputStream) | (Java Writer, works_like, OutputStream) | (Reader, is, character based) | (Writer, is, character based) | (Java Reader, part_of, Java IO) | (Java Writer, part_of, Java IO)

[Example 3]
Text: The Java FileReader class, java.io.FileReader makes it possible to read the contents of a file as a stream of characters.
Triplets: (Java FileReader, enables, read contents of a file)","(java.io.inputstreamreader, wraps, java.io.inputstream); (java.io.inputstreamreader, turning into, reader)",2,8516,8516
4719,Deque.pollLast() is different than removeLast() which throws an exception if the Deque is empty,"(pollLast(), removes, last element of Java Deque)
(removeLast(), throws_exception, empty Deque)
(pollLast(), removes, element from end of Deque)
(remove(), throws_exception, empty Deque)
(remove(), returns, element removed from Deque)","[Example 1]
Text: Deque.removeLast() is different from pollLast() which returns null if the Deque is empty
Triplets: (removeLast(), different_from, pollLast())

[Example 2]
Text: This is different than removeLast() which throws an exception if the Deque is empty.
Triplets: (removeLast(), throws_exception, empty Deque)

[Example 3]
Text: Deque.removeFirst() is different from pollFirst() which returns null if the Deque is empty
Triplets: (removeFirst(), different_from, pollFirst())","(deque.polllast(), is different from, deque.removelast)",2,8519,8519
4726,The methods Class.getField(String name) and Class.getFields() methods only return public fields so they wont work,"(getField(String name), returns, public fields)
(getFields(), returns, public fields)
(Class, has_method, getField(String name))
(Class, has_method, getFields())
(Java Reflection, get, fields)","[Example 1]
Text: The methods Class.getField(String name) and Class.getFields() methods only return public fields, so they won't work.
Triplets: (Class, has_method, getField(String name)) | (Class, has_method, getFields()) | (getField(String name), returns, public fields) | (getFields(), returns, public fields)

[Example 2]
Text: To access a private field you will need to call the Class.getDeclaredField(String name) or Class.getDeclaredFields() method.
Triplets: (Class, has_method, getDeclaredField(String name)) | (Class, has_method, getDeclaredFields()) | (getDeclaredField(String name), used_to_access, private field) | (getDeclaredFields(), used_to_access, private field)

[Example 3]
Text: If no field exists with the name given as parameter to the getField() method, a NoSuchFieldException is thrown.
Triplets: (getField(), has_parameter, field name) | (NoSuchFieldException, is_thrown, no_field_exists)","(Class, has_method, getField(String name)) | (Class, has_method, getFields()) | (getField(String name), returns, public fields) | (getFields(), returns, public fields)",4,8521,8521
4733,When the thread calling lock() right after calls queueObject.wait() it will remain blocked until some other thread calls unlock() which may never happen,"(lock(), calls, queueObject.wait())
(lock(), has_not_called, queueObject.wait())
(queueObject.wait(), remains_blocked_until, unlock())
(queueObject.wait(), releases, lock on QueueObject instance)
(queueObject.wait(), does_not_release, lock associated with ""this)","[Example 1]
Text: When the thread calling lock() right after calls queueObject.wait() it will remain blocked until some other thread calls unlock(), which may never happen.
Triplets: (queueObject.wait(), remains_blocked_until, unlock()) | (unlock(), may_never, happen)

[Example 2]
Text: When a thread calls queueObject.wait()it releases the lock on the QueueObject instance, but not the lock associated with ""this"".
Triplets: (queueObject.wait(), releases, lock on QueueObject instance) | (queueObject.wait(), does_not_release, lock associated with ""this)

[Example 3]
Text: But, since the thread waiting in lock() has not yet called queueObject.wait(), the call to queueObject.notify() passes into oblivion.
Triplets: (lock(), has_not_called, queueObject.wait()) | (queueObject.notify(), passes_into, oblivion)","(queueObject.wait(), remains_blocked_until, unlock()) | (unlock(), may_never, happen)",2,8522,8522
4736,"TreeSet also guarantees the order of the elements when iterated, but the order is the sorting order of the elements. In other words, the order in which the elements whould be sorted if you used a Collections.sort() on a List or array containing these elements. This order is determined either by their natural order (if they implement Comparable), or by a specific Comparator implementation","(java.util.TreeSet, implements, Java SortedSet)
(java.util.TreeSet, implements, NavigableSet)
(SortedSet, determines, natural order)
(SortedSet, uses, sort order)
(Java SortedSet, has_method, setSet())","[Example 1]
Text: In other words, the order in which the elements whould be sorted if you used a Collections.sort() on a List or array containing these elements.
Triplets: (sort(), operates_on, array)

[Example 2]
Text: The Java Collections API only has one implementation of the Java SortedSet interface - the java.util.TreeSet class.
Triplets: (java.util.TreeSet, implements, Java SortedSet)

[Example 3]
Text: The Java SortedSet interface has a method named setSet() which returns another SortedSet with all elements that are greater than or equal to (tailing) a given parameter value, according to the sort order used by the SortedSet.
Triplets: (Java SortedSet, has_method, setSet()) | (setSet(), returns, SortedSet)","(comparable, be simialr with, comparator)",7,8525,8530
4737,"You can also obtain an Iterator from many of the Java Collection data structures, e.g. a List, Set, Map, Queue, Deque or Map.","(Iterable, provides, Java Iterator)
(ArrayList, provides, java.util.Iterator)
(java.util.Queue, represents, data structure)
(Java Iterable interface, is_part_of, Java Collections API)
(java.util.stream.Collectors, contains, Collector implementations)","[Example 1]
Text: The standard Java collection interface Collection contains a method called iterator().
Triplets: (Collection, contains_method, iterator())

[Example 2]
Text: By calling iterator() you can obtain an iterator from the given Collection.
Triplets: (Collection, provides, iterator) | (iterator(), called_on, Collection) | (iterator(), returns, Iterator)

[Example 3]
Text: The Java Collections class, java.util.Collections, contains a long list of utility methods for working with collections in Java.
Triplets: (Collections, part_of, java.util.Collections) | (java.util.Collections, contains, utility methods) | (java.util.Collections, used_for, working with collections)","(Collection, provides, Iterator) | (List, provides, Iterator) | (Set, provides, Iterator) | (Map, provides, Iterator) | (Queue, provides, Iterator) | (Deque, provides, Iterator)",6,8530,8534
4765,"If the Deque is empty, pollLast() returns null. This is different than removeLast() which throws an exception if the Deque is empty.","(pollLast(), removes, last element of Java Deque)
(pollLast(), removes, element from end of Deque)
(removeLast(), throws_exception, empty Deque)
(pollLast(), returns, null)
(pollLastEntry(), returns, null)","[Example 1]
Text: Deque.removeLast() is different from pollLast() which returns null if the Deque is empty
Triplets: (removeLast(), different_from, pollLast())

[Example 2]
Text: This is different from pollLast() which returns null if the Deque is empty.
Triplets: (pollLast(), returns, null)

[Example 3]
Text: This is different than removeLast() which throws an exception if the Deque is empty.
Triplets: (removeLast(), throws_exception, empty Deque)","(polllast(), be different from, removelast)",2,8542,8542
4785,The add() and offer() methods differ in how the behave if the Queue is full so no more elements can be added,"(offer(), adds_elements_to, Queue)
(add(), adds_elements_to, Queue)
(offer(), adds_element, BlockingQueue)
(double ended queue, allows, add elements to both ends)
(add(), differs_in_behavior, offer())","[Example 1]
Text: The add() and offer() methods differ in how the behave if the Queue is full, so no more elements can be added.
Triplets: (add(), differs_in_behavior, offer())

[Example 2]
Text: Here are two examples of adding elements to a Java Queue via its add() and offer() methods:
Triplets: (add(), adds_elements_to, Queue) | (offer(), adds_elements_to, Queue)

[Example 3]
Text: The add() method throws an exception in that case, whereas the offer() method just returns false.
Triplets: (add(), throws_exception, case)","(add(), differs_in_behavior, offer())",1,8545,8545
4813,Obviously if the input parameter to contains() is null the contains() method will not use the equals() method to compare against each element but rather use the == operator,"(contains(), does_not_use, equals())
(equals(), compares, element)
(compareAndSet() method, returns, false)
(contains(), has_parameter, null)
(contains(), uses_operator, ==)","[Example 1]
Text: Obviously, if the input parameter to contains() is null, the contains() method will not use the equals() method to compare against each element, but rather use the == operator.
Triplets: (contains(), has_parameter, null) | (contains(), does_not_use, equals()) | (contains(), uses_operator, ==)

[Example 2]
Text: The contains() method will return true if the Deque contains the element, and false if not.
Triplets: (Deque, has_method, contains())

[Example 3]
Text: containsAll() returns true if the collection contains all the elements in the parameter collection, and false if not.
Triplets: (Collection, has_method, containsAll()) | (containsAll(), checks_presence_of, elements)","(contains(), has_parameter, null) | (contains(), does_not_use, equals()) | (contains(), uses_operator, ==)",3,8555,8555
4823,Object.wait(long timeout) allows other threads to call wait() or notify() too since these methods must be called from inside a synchronized block,"(wait(), inside, synchronized block)
(queueObject.wait(), inside, synchronized blocks)
(threads, waiting_on, object)
(thread, called, wait())
(thread, waits_on, object)","[Example 1]
Text: A thread cannot call wait(), notify() or notifyAll() without holding the lock on the object the method is called on.
Triplets: (notifyAll(), called_by, thread) | (thread, must_hold, lock)

[Example 2]
Text: Once a thread want to notify the waiting threads it calls notifyAll() on the object the waiting threads called wait() on.
Triplets: (notifyAll(), called_on, Object) | (wait(), called_on, Object)

[Example 3]
Text: A thread that calls wait() on any object becomes inactive until another thread calls notify() on that object.
Triplets: (thread, calls, notify())","(object.wait, allows, wait); (object.wait, allows, notify)",3,8570,8573
4828,If you need an integer value use the round() floor() or ceil() method,"(Math.floor(), rounds_down, floating point value)
(Math.floorDiv(), rounds_down, result)
(round(), results_in, integer value)
(floor(), results_in, integer value)
(Math.round(), rounds, float)","[Example 1]
Text: If you need an integer value, use the round(), floor() or ceil() method.
Triplets: (round(), results_in, integer value) | (floor(), results_in, integer value) | (ceil(), results_in, integer value)

[Example 2]
Text: The Math.floorDiv() method divides one integer (int or long) by another, and rounds the result down to the nearest integer value.
Triplets: (Math.floorDiv(), divides, integer) | (Math.floorDiv(), rounds_down, result) | (Math.floorDiv(), results_in, nearest integer value)

[Example 3]
Text: The Math.floor() function rounds a floating point value down to the nearest integer value.
Triplets: (Math.floor(), rounds_down, floating point value) | (Math.floor(), results_in, nearest integer value)","(round(), results_in, integer value) | (floor(), results_in, integer value) | (ceil(), results_in, integer value)",3,8574,8574
4835,As you saw in the previous section when you register a Channel with a Selector the register() method returns a SelectionKey objects,"(Channel.register(), returns, SelectionKey)
(SelectionKey.channel(), returns, channel)
(selectedKeys(), accesses, ready channels)
(Selector, has_method, Channel.register())
(Channel, registered_with, Selector)","[Example 1]
Text: As you saw in the previous section, when you register a Channel with a Selector the register() method returns a SelectionKey objects.
Triplets: (Channel, registered_with, Selector) | (register(), returns, SelectionKey) | (Selector, has_method, register())

[Example 2]
Text: When you register a channel with a Selector the Channel.register() method returns a SelectionKey object.
Triplets: (Channel.register(), returns, SelectionKey) | (Selector, has_method, Channel.register())

[Example 3]
Text: The channel returned by the SelectionKey.channel() method should be cast to the channel you need to work with, e.g a ServerSocketChannel or SocketChannel etc.
Triplets: (SelectionKey.channel(), returns, channel) | (channel, cast_to, ServerSocketChannel) | (channel, cast_to, SocketChannel)","(register(), returns, selectionkey)",3,8574,8574
4836,By walking through all directories and deleting all files (inside visitFile()) in each directory and afterwards delete the directory itself (inside postVisitDirectory()) you can delete a directory with all subdirectories and files,"(postVisitDirectory(), used_for, delete directory)
(delete directory, includes, files)
(delete directory, includes, subdirectories)
(delete(), condition, empty directory)
(delete(), used_for, directories)","[Example 1]
Text: By walking through all directories and deleting all files (inside visitFile()) in each directory, and afterwards delete the directory itself (inside postVisitDirectory()) you can delete a directory with all subdirectories and files.
Triplets: (visitFile(), used_for, delete files) | (postVisitDirectory(), used_for, delete directory)

[Example 2]
Text: The Files.walkFileTree() can also be used to delete a directory with all files and subdirectories inside it.
Triplets: (Files.walkFileTree(), used_for, delete directory) | (delete directory, includes, files) | (delete directory, includes, subdirectories)

[Example 3]
Text: The Java File delete() method also works for directories, meaning you can also delete directories with it.
Triplets: (Java File, has_method, delete()) | (delete(), used_for, directories)","(visitfile(), collaboration, postvisitdirectory)",4,8574,8574
4843,Collection.add(E e) is different from the offer() method which will return false if it cannot insert the element,"(offer(), cannot_insert, element)
(add(), adds_element_to, Collection)
(addAll(), adds_elements_from, Collection)
(addAll(), adds_elements_to, Collection)
(offerLast(), returns, false)","[Example 1]
Text: If you had called add() with the Collection as parameter instead, the Collection object itself would have been added, not its elements.
Triplets: (add(), called_on, Collection)

[Example 2]
Text: This is different from the offer() method, which will return false if it cannot insert the element.
Triplets: (offer(), returns, false) | (offer(), cannot_insert, element)

[Example 3]
Text: The add() method throws an exception in that case, whereas the offer() method just returns false.
Triplets: (add(), throws_exception, case)","(collection.add, is different from, offer)",3,8576,8577
4846,If a thread calls lock() twice without calling unlock() in between the second call to lock() will block,"(threads, calling, lock())
(thread, calling, lock())
(threads, call, lock())
(thread, calls, lock())
(lock(), blocks, threads)","[Example 1]
Text: The reason the thread will be blocked the second time it calls lock() without having called unlock() in between, is apparent when we look at the lock() implementation:
Triplets: (lock(), blocks, thread)

[Example 2]
Text: If the Lock instance is already locked, the thread calling lock() is blocked until the Lock is unlocked.
Triplets: (Lock instance, is, locked) | (Lock, requires, unlocked)

[Example 3]
Text: The lock() method locks the Lock instance so that all threads calling lock() are blocked until unlock() is executed.
Triplets: (Lock, has_method, lock()) | (lock(), blocks, threads) | (lock(), requires, unlock())","(lock(), relies on, unlock)",1,8581,8581
4848,"If the Deque is empty, peekFirst() returns null. This is similar to how peek() works, but the method name peekFirst() is a bit more saying about which end of the Deque you peek at.","(peekFirst(), returns, null)
(peekFirst(), returns, first element from beginning of Deque)
(peekFirst(), used_for, peeking at first element of Deque)
(peek(), used_for, peeking at first element of Deque)
(peek(), does_not_remove, String object)","[Example 1]
Text: If the Deque is empty, peekFirst() returns null. This is similar to how peek() works
Triplets: (peekFirst(), returns, null)

[Example 2]
Text: This is similar to how peek() works, but the method name peekFirst() is a bit more saying about which end of the Deque you peek at.
Triplets: (peek(), similar_to, peekFirst())

[Example 3]
Text: The peekFirst() method returns the first element from the beginning (head) of a Java Deque without removing it.
Triplets: (peekFirst(), returns, first element from beginning of Deque)","(peekfirst(), similar to, peek)",2,8581,8581
4864,Java NIO has more classes and components than these but the Channel Buffer and Selector forms the core of the API in my opinion,"(Java NIO, uses, FileChannel)
(Java NIO API, similar_to, Java Networking API)
(Java NIO, similar_to, Java Networking APIs)
(Java NIO, requires, java.nio.FileChannel)
(Channel, part_of, Java NIO)","[Example 1]
Text: Java NIO has more classes and components than these, but the Channel, Buffer and Selector forms the core of the API, in my opinion.
Triplets: (Channel, part_of, Java NIO) | (Buffer, part_of, Java NIO) | (Selector, part_of, Java NIO)

[Example 2]
Text: The Java NIO Selector is a component which can examine one or more Java NIO Channel instances, and determine which channels are ready for e.g.
Triplets: (Selector, can_examine, Channel)

[Example 3]
Text: It contains classes that does much of the same as the Java IO and Java Networking APIs, but Java NIO can work in non-blocking mode.
Triplets: (Java NIO, similar_to, Java IO) | (Java NIO, similar_to, Java Networking APIs) | (Java NIO, can_work_in, non-blocking mode)","(Channel, part_of, Java NIO) | (Buffer, part_of, Java NIO) | (Selector, part_of, Java NIO)",3,8587,8587
4873,The poll() and remove() both removes the first element in the Queue. They differ in how they behave if the Queue is empty. The poll() method returns null if the Queue is empty. The remove() method throws an exception if the Queue is empty.,"(poll(), removes, first element of Queue)
(poll(), removes, element from Java Queue)
(remove(), throws_exception, empty Queue)","[Example 1]
Text: The poll() and remove() both removes the first element in the Queue.
Triplets: (poll(), removes, first element in Queue) | (remove(), removes, first element in Queue)

[Example 2]
Text: The call to poll() will remove the first element of the Queue - which is the first Java String instance added - ""element 1"".
Triplets: (poll(), removes, first element of Queue)

[Example 3]
Text: The remove() method throws an exception if the Queue is empty.
Triplets: (remove(), throws_exception, empty Queue)","(poll(), removes, first element in Queue) | (remove(), removes, first element in Queue) | (poll(), returns, null if Queue is empty) | (remove(), throws_exception, empty Queue)",4,8587,8588
4893,The format() and printf() methods allow you to mix text and data in very advanced ways using a formatting string,"(printf(), allows, mix text and data)
(format(), allows, mix text and data)
(printf(), uses, formatting string)
(format(), uses, formatting string)
(format(), returns, String)","[Example 1]
Text: The format() and printf() methods allow you to mix text and data in very advanced ways, using a formatting string.
Triplets: (format(), allows, mix text and data) | (printf(), allows, mix text and data) | (format(), uses, formatting string) | (printf(), uses, formatting string)

[Example 2]
Text: Third, the example calls the advanced printf() method of the PrintWriter which can insert formatted numbers into a text string.
Triplets: (PrintWriter, has_method, printf()) | (printf(), used_to, insert formatted numbers into a text string)

[Example 3]
Text: The Java PrintWriter class contains the powerful format() and printf() methods.
Triplets: (PrintWriter, contains, format()) | (PrintWriter, contains, printf())","(format(), allows, mix text and data) | (printf(), allows, mix text and data) | (format(), uses, formatting string) | (printf(), uses, formatting string)",4,8591,8591
4910,Unfortunately if an exception is thrown during the write() call in the example above that exception will cause the program flow to break before the close() method is called,"(write(), throws, exception)
(close(), fails, exception)
(runtimeExceptions, not_preserved, input.close() call)
(close(), may_throw, exception)
(close(), never_called, exception)","[Example 1]
Text: Unfortunately, if an exception is thrown during the write() call in the example above, that exception will cause the program flow to break before the close() method is called.
Triplets: (exception, causes, program_flow_break)

[Example 2]
Text: In case the write() method throws an exception, the close() method will never get called.
Triplets: (write(), throws, exception)

[Example 3]
Text: If the write fails for some reason, the failed() method will get called instead.
Triplets: (write, fails, failed())","(write(), relies on, close())",1,8600,8600
4914," If the Deque is empty, poll() returns null. This is different than remove() which throws an exception if the Deque is empty. ","(poll(), removes, first element of Java Deque)
(poll(), removes, element from beginning of Deque)
(remove(), throws_exception, empty Deque)
(poll(), returns, null if Queue is empty)
(removeLast(), throws_exception, empty Deque)","[Example 1]
Text: This is different from poll() which returns null if the Deque is empty.
Triplets: (poll(), returns, null) | (Deque, is_empty, null)

[Example 2]
Text: Deque.removeFirst() is different from pollFirst() which returns null if the Deque is empty
Triplets: (removeFirst(), different_from, pollFirst())

[Example 3]
Text: Deque.removeLast() is different from pollLast() which returns null if the Deque is empty
Triplets: (removeLast(), different_from, pollLast())","(poll(), be different from, remove)",3,8606,8607
4925,"If the Deque is empty, pollFirst() returns null. This is different than removeFirst() which throws an exception if the Deque is empty.","(pollFirst(), removes, first element of Java Deque)
(pollFirst(), removes, element from beginning of Deque)
(removeFirst(), throws_exception, empty Deque)
(pollFirst(), returns, null)
(getFirst(), returns, first element from beginning of Deque)","[Example 1]
Text: Deque.removeFirst() is different from pollFirst() which returns null if the Deque is empty
Triplets: (removeFirst(), different_from, pollFirst())

[Example 2]
Text:  If the Deque is empty, poll() returns null. This is different than remove() which throws an exception if the Deque is empty. 
Triplets: (poll(), different_from, remove())

[Example 3]
Text: This is different from pollFirst() which returns null if the Deque is empty.
Triplets: (pollFirst(), returns, null)","(pollFirst(), returns, null) | (pollFirst(), different_from, removeFirst()) | (removeFirst(), throws_exception, empty Deque)",3,8616,8617
