"So when you assign a new value to it and call another defer, the pointer receiver will be again the same address of the local variable (just the pointed value is different)","['Dependency: (pointer, address shared, defer)']","['(type, Dependency, func): (pointer, address shared, defer)']"
Go official blog has a nice article about encoding/json: JSON and GO,,[]
"The encoding/json package can't magically guess what type you want the result unmarshaled into, unless you tell it to.",,[]
"It's possible to ""Decode arbitrary data"" into an interface{} and use type assertion to determine the type dynamically.",,[]
One way of telling what to unmarsal into is to pass value of that type to the json.Unmarshal() function.,,[]
"And since we're always reading numbers, we can create a highly optimized converter to get the number",,[]
"To unmarshal JSON into an interface value, Unmarshal stores one of these in the interface value:",,[]
"If you know the type beforehand, create a value of that type, and pass that for unmarshaling",,[]
The problem why your code fails is because you pass a value of type *interface{} which wraps a non-pointer Foo value,,[]
Registered custom image decoders may return you an image.Image value being a custom implementation (meaning not an image type defined in the image package).,"['Conversion: (image.Image, is a custom implementation of, image)', 'Difference: (image.Image, differs from, image)']","['(type, Conversion, package): (image.Image, is a custom implementation of, image)', '(type, Difference, package): (image.Image, differs from, image)']"
"Using a non-pointer variable and using pointer receiver we see the same printed results (the latest) but if we have value receiver, it prints 2 different results.","['Difference: (var, compared to, receiver)']","['(var, Difference, type): (var, compared to, receiver)']"
"Whether your store this in an interface{} variable beforehand does not matter; if the passed value is suitable for unmarshaling, it will be used",,[]
"If the image does not have a Set() method, you may choose to ""override its view"" by implementing a custom type which implements image.Image, but in its At(x, y int) color.Color method (which returns / supplies the colors of pixels) you return the new colors that you would set if the image would be changeable, and return the pixels of the original image where you would not change the image.",,[]
"Instead you should wrap a *Foo value in an interface{}, and pass that:",,[]
So here is a converter function which obtains an int from the raw bytes:,,[]
So you can peacefully compare the error returned by Reader.Read() to io.EOF to tell if end of input is reached,"['Collaboration: (Reader.Read(), compared to, io.EOF)']","['(method, Collaboration, const): (Reader.Read(), compared to, io.EOF)']"
"3.3 using a Gin sub-engine; this may be an OK choice if you have a lot of potential conflicts, e.g","['Limitation: (Gin, imposes restrictions on choices, OK)']","['(package, Limitation, const): (Gin, imposes restrictions on choices, OK)']"
"By using a pointer receiver, the address of a value of type A will be passed, and therefore if you modify the pointed object, you don't have to return it, you will modify the ""original"" object and not a copy.","['Dependency: (pointer receiver, modifies, A)']","['(method, Dependency, type): (pointer receiver, modifies, A)']"
In case of a pointer receiver it will be the address of the local variable,"['Containment: (pointer receiver, address of, local variable)']","['(type, Containment, var): (pointer receiver, address of, local variable)']"
"Short answer: if you're using the database/sql package, your deferred Rows.Close() methods will properly close both of your Rows instances because Rows.Close() has pointer receiver and because DB.Query() returns a pointer (and so rows is a pointer)","['Dependency: (database/sql, relies on, Close())', 'Dependency: (database/sql, relies on, Query())', 'Dependency: (Close(), depends on, Query())']","['(package, Dependency, method): (database/sql, relies on, Close())', '(package, Dependency, method): (database/sql, relies on, Query())', '(method, Dependency, method): (Close(), depends on, Query())']"
"If the input is closed after n+1 lines, we can use a simplified for (and we don't even need to decrement and rely on n):",,[]
This solution is about 4 times faster than calling strconv.Atoi() for example.,,[]
"There are two built-in type aliases in Go, rune and byte","['Equivalence: (rune, type alias, byte)']","['(type, Equivalence, type): (rune, type alias, byte)']"
You can also use an anonymous type for the inner struct:,,[]
This will serve files from static (or whatever other dir) BUT it will also attempt to serve assets for all non-existing routes under the /api group,"['Containment: (static, included within, /api)']","['(var, Containment, const): (static, included within, /api)']"
"TL;DR; They intentionally made it random starting with Go 1 to make developers not rely on it (to not rely on a specific iteration order which order may change from release-to-relase, from platform-to-platform, or may even change during a single runtime of an app when map internals change due to accommodating more elements).","['Limitation: (Go 1, imposes random iteration order, map)']","['(package, Limitation, type): (Go 1, imposes random iteration order, map)']"
"It is stuck in the infinite loop of processevents.
This loop never yields to the scheduler, causing all goroutines to lock indefinitely.",,[]
"If you don't know the field names in the inner structure, then use a map:",,[]
"As of Go 1.2, the scheduler works on the principle of pre-emptive multitasking.
This means that the problem in the original question (and the solution presented below) are no longer relevant.",,[]
"At which point the program panics, because nobody reads from the channel.",,[]
"If you comment out the call to processevents, you will get results as expected, right until the 100th write",,[]
Just use the tar.Reader as an io.Reader for each file you want to read.,"['Equivalence: (tar.Reader, as, io.Reader)']","['(type, Equivalence, type): (tar.Reader, as, io.Reader)']"
"The empty loop is usually never desired in Go and will, in most cases, indicate a bug in the program",,[]
"With Go1.0.2, Go's scheduler works on the principle of Cooperative multitasking.
This means that it allocates CPU time to the various goroutines running within a given OS thread by having these routines interact with the scheduler in certain conditions.
These 'interactions' occur when certain types of code are executed in a goroutine.
In go's case this involves doing some kind of I/O, syscalls or memory allocation (in certain conditions).",,[]
"In Go 1, the order in which elements are visited when iterating over a map using a for range statement is defined to be unpredictable, even if the same loop is run multiple times with the same map","['Limitation: (map, order unpredictability, for range)']","['(type, Limitation, func): (map, order unpredictability, for range)']"
The scheduler is therefore never allowed to run its scheduling algorithms for as long as that loop is running,,[]
"If you do need it for whatever reason, you have to manually yield to the scheduler by calling runtime.Gosched() in every iteration.",,[]
"You must accept that there is no straightforward solution, because that's just how Gin's router implementation works","['Implementation: (Gin, implementation of, router)']","['(package, Implementation, type): (Gin, implementation of, router)']"
"In the case of an empty loop, no such conditions are ever encountered",,[]
"There is no guarantee of this, unless you call runtime.LockOSThread() at the start of the processevents function",,[]
"Simply calling runtime.Gosched() in the loop itself, will solve all the issues, regardless of which OS thread the goroutine is running in.",,[]
So I think the syscalls were exiting too quickly in your original test to show the effect you were expecting.,,[]
A pointer receiver must be used to mutate the original entity:,,[]
"Before going any deeper, know that according to the spec, a program is correct regardless of whether it yields equal or different addresses for values having zero size, as the spec only states that they may be the same, but does not require them to be the same.",,[]
"Even then, I would still not rely on this approach to be a good solution",,[]
Setting GOMAXPROCS to a value > 1 was mentioned as a solution,,[]
The {{range}} action of text/template and html/template packages also visit elements in sorted keys order,"['Collaboration: (text/template, visit elements in sorted keys order, html/template)']","['(package, Collaboration, package): (text/template, visit elements in sorted keys order, html/template)']"
"There are more details and factors to the decisions made, the following explanation is valid and sufficient only to your concrete examples:",,[]
What you print is only the result of the comparison of the addresses,,[]
So the compiler chooses to use the same address for the backing array of a and b.,,[]
"These are just bool values, they don't include the address values",,[]
"Just as important, it allows the map implementation to ensure better map balancing even when programs are using range loops to select an element from a map.","['Dependency: (map, relies on, range)  ', 'Collaboration: (map, works with, range)']","['(unknown, Dependency, unknown): ((map, relies on, range)  )', '(type, Collaboration, func): (map, works with, range)']"
"Note that the passed value will be wrapped in an interface{} if not already of that type, as that is the parameter type of json.Unmarshal().","['Containment: (interface{}, wrapper, json.Unmarshal())']","['(type, Containment, func): (interface{}, wrapper, json.Unmarshal())']"
"We can ""prove"" this by passing the -gcflags '-m' params to the Go tool, asking it to print the result of the escape analysis.",,[]
"In your first example, saving your code in play.go, running the go run -gcflags '-m' play.go command, the output is:",,[]
"Running go run -gcflags '-m' play.go with your second example, the output is:",,[]
"Since only &a[0] is printed but not &b[0] nor &c[0], thus &a[0] == &b[0] will be false but &b[0] == &c[0] will be true.",,[]
"Let's modify your second example, to have a third variable c whose address will also not be printed, and let's compare b to c:",,[]
"Using kostix answer, I built this code (now adapted to Go1) to catch the interrupt signal and do some operations before exiting :",,[]
"These timeouts are on the ""receiver"" or ""reader"" of the channel, and not on the ""sender""","['Equivalence: (receiver, equal to, reader)', 'Limitation: (receiver, restricts, sender)', 'Limitation: (reader, restricts, sender)']","['(var, Equivalence, var): (receiver, equal to, reader)', '(var, Limitation, var): (receiver, restricts, sender)', '(var, Limitation, var): (reader, restricts, sender)']"
I altered your program slightly to output a much bigger block,,[]
"Running go run -gcflags '-m' play.go on this, the output is:",,[]
This consequently prevents it from allotting CPU time to other goroutines waiting to be run and the result you observed ensues: You effectively created a deadlock that can not be detected or broken out of by the scheduler.,,[]
Two distinct zero-size variables may have the same address in memory.,,[]
"Because the timeouts are on the goroutine ""reading"" from the channel, there's nothing to stop the execution of the goroutine that send on the channel.","['Dependency: (goroutine, relies on, channel)']","['(type, Dependency, type): (goroutine, relies on, channel)']"
"Scanf scans text read from standard input, storing successive
space-separated values into successive arguments as determined by the
format",,[]
"If you continue to have scanning errors, mind that it isn't your IDE's fault.",,[]
"Of course, generics would still be nice so you don't have to do this.",,[]
"I'm surprised nobody mentioned using an interface to solve the problem, which is a very idiomatic approach, if a little clunky:",,[]
"Since the json package can't use this, it creates a new value of its choice (a map).","['Creation: (json, creates, map)']","['(package, Creation, type): (json, creates, map)']"
"By defining the size and indexing of the list for each type, you can access them ""generically""",,[]
"The value of ok is true if the key x is present in the map, and false otherwise.",,[]
"In your first example addresses of the backing array(s) for your slices are only used inside the main() function, they don't escape to the heap",,[]
"However, if you don't use the zero value of the value type of the map, you can do the check using a simple tuple-assignment; by not using the special form but 2 simple index expressions.",,[]
An index expression on a map a of type map[K]V used in an assignment or initialization of the special form,,[]
For example if your value type is some interface type (e.g,,[]
"If you run this enough times, you will see the calls to fmt.Println print in different sequences",,[]
"So you can use the special v, ok := m[k] form only if nothing else gets assigned.",,[]
"interface{}), and you know you don't use the nil value, you may do the following:",,[]
"Of course with a helper function, you can do it in one step:",,[]
"Go regexp module does not support lookaheads because this package guarantees to run in O(n) time, and the authors did not find a way to introduce lookarounds without violating these constraints.",,[]
Use nested structs in Go to match the nested structure in JSON.,"['Containment: (struct, contain nested structure, JSON)']","['(type, Containment, type): (struct, contain nested structure, JSON)']"
"If you pass a value of interface{} type, the json package implementation is free to choose a type of its choice, and it will choose map[string]interface{} for JSON objects, and []interface{} for JSON arrays","['Conversion: (interface{}, transformed into, map[string]interface{})', 'Conversion: (interface{}, transformed into, []interface{})']","['(type, Conversion, type): (interface{}, transformed into, map[string]interface{})', '(type, Conversion, type): (interface{}, transformed into, []interface{})']"
"Since RE2 that Go uses does not support lookaheads, you need to capture (as JimB mentions in the comments) all three parts you are interested in, and after checking the capture group #1 value, decide what to return:",,[]
"for somestring, it generates a ^([^s]|s(s|o(s|m(s|es(omes)*(s|t(s|r(s|i(s|ns)))|o(s|ms)))))*([^os]|o([^ms]|m([^es]|e([^s]|s(omes)*([^ost]|t([^rs]|r([^is]|i([^ns]|n[^gs])))|o([^ms]|m([^es]|e[^s]))))))))*(s(s|o(s|m(s|es(omes)*(s|t(s|r(s|i(s|ns)))|o(s|ms)))))*(o((me?)?|mes(omes)*(t(r?|rin?)|o(me?)?)?))?)?$ regex, and in order to use it in your original regex, all you need is to replace the last (.*) with (<part after ^>), i.e",,[]
"For the current one, you can use the http://www.formauri.es/personal/pgimeno/misc/non-match-regex Web service that generates POSIX-compatible negated patterns",,[]
"When executing goroutines, as they are concurrent operations, you have no guarantees when they will execute and/or complete",,[]
"To make sure the regex only captures the part after third backslash, the first two .* patterns are replaced with [^/]* that match zero or more chars other than /",,[]
"For example (by leveraging the blocking nature of channels, you could do something like):",,[]
You need to use a negated character class [^/] (not the / should not be escaped in Go regex).,,[]
"Thanks everyone! After taking several advices above, I found the solution.",,[]
The first .* matches up to the last but one / in the string,,[]
"And for someone who might have similar issue, here is the solution to my question:",,[]
"As Aralo suggested, trailing slash must be added to the WebSocket path (in my case: ""/ws/"")",,[]
You have nothing explicitly synchronizing the order of the two goroutines,,[]
"(In the demo, I added \n, too, to avoid matching across lines in the single multiline string demo).",,[]
"After consulting the Chat example code, I found an origin check in the function ServeWs() and removed.",,[]
We should avoid using Scanner.Text() which creates a string as we can obtain the number just from the raw bytes returned by Scanner.Bytes(),"['Replacement: (Scanner.Text(), replaced by, Scanner.Bytes())']","['(method, Replacement, method): (Scanner.Text(), replaced by, Scanner.Bytes())']"
"The map keys are sorted and used as JSON object keys by applying the following rules, subject to the UTF-8 coercion described for string values above:","['Limitation: (UTF-8, imposes restrictions on, string)']","['(type, Limitation, type): (UTF-8, imposes restrictions on, string)']"
Many of the objects returned from that package's functions/methods need to be closed to release the underlying resources.,,[]
"In the above solution I assumed input is valid, that is it always contains valid numbers and contains at least n lines after the first (which gives us n and k).","['Limitation: (n, determines, k)']","['(var, Limitation, var): (n, determines, k)']"
"The returned DB is safe for concurrent use by multiple goroutines and
  maintains its own pool of idle connections",,[]
"The mapping from digit to byte is simply a shift: '0' -> 48, '1' -> 49 etc.","['Conversion: (digit, mapped to, byte)']","['(type, Conversion, type): (digit, mapped to, byte)']"
"As an alternative approach, you can change the Insert argument types.",,[]
You may use a value of type template.URL if you want to use a URL as-is without escaping,,[]
"This toInt() works because the []byte contains the UTF-8 encoded byte sequence of the string representation of the decimal format of the number, which contains only digits in the range of '0'..'9' whose UTF-8 encoded bytes are mapped one-to-one (one byte is used for one digit)","['Conversion: (toInt(), transforms, []byte)']","['(method, Conversion, type): (toInt(), transforms, []byte)']"
safeURL is not some kind of magic or predeclared function that you may use in templates,,[]
"If you keep doing it the way you're doing it, openning a new DB every time you call Insert or any other function that needs to talk to the DB, your program will perform worse than if you had a single DB and have your functions reuse that.",,[]
"If you want to substitute a valid url text, nothing special like like safeURL function is needed",,[]
This is the reason why there are 2 rules and not one.,,[]
Note that in this case the provided value will be used as-is even if it is not a valid URL.,,[]
"This means that any loop that includes a (non-inlined) function
  call can be pre-empted, allowing other goroutines to run on the same thread.","['Dependency: (goroutine, relies on, function)']","['(type, Dependency, func): (goroutine, relies on, function)']"
"This means if you're creating a function variable, initializing it with an anonymous function, it can't refer to itself.",,[]
"This is because the declaration ends after the closing bracket of the anonymous function, so inside of it you can't call f()",,[]
The scope of the declared variables or constants begins at the end of the declaration,,[]
"Besides applying to different things (rule #5 is for constant- and variable declarations, rule #6 is for type declarations), there is also an important difference in wording:",,[]
See related question: Define a recursive function within a function in Go,,[]
"This gives a compile-time error (""undefined: m""), because m is not in scope yet inside the composite literal.",,[]
"Scanner.Text() returns the same token as Scanner.Bytes() but it first converts to string which is obviously slower and generates ""garbage"" and work for the gc.","['Conversion: (Scanner.Text(), converted from, Scanner.Bytes())', 'Limitation: (Scanner.Text(), imposes garbage generation, gc)', 'Limitation: (Scanner.Bytes(), imposes garbage generation, gc)']","['(method, Conversion, method): (Scanner.Text(), converted from, Scanner.Bytes())', '(method, Limitation, package): (Scanner.Text(), imposes garbage generation, gc)', '(method, Limitation, package): (Scanner.Bytes(), imposes garbage generation, gc)']"
"with a composite literal, you can't refer to the variable inside of it:",,[]
"If your template execution results in a value like ""#ZgotmplZ"", that means the URL you wanted to insert is invalid.",,[]
"Now here the declaration of f ends at the closing parenthesis (of its type func()), so in the next line when we assign an anonymous function to it, it is valid to refer to f (to call the function value stored in the f variable) because it is now in scope",,[]
The scope of the declared type begins at the identifier in the declaration,,[]
"So in contrast to rule #5, it is valid to refer to the type itself inside its declaration.",,[]
You can read more about it here: How can a slice contain itself?,,[]
"The type identifier Node is in scope right after it appears in the type declaration, which ends with the closing bracket, but before that we could refer to it, meaningfully",,[]
"Here is the fundamental understanding you are missing: when a struct is passed in to a function as a pointer, the function can modify the original struct because it has a pointer to it",,[]
You can prove that this is the way it works by printing out the actual addresses of the structs in question:,,[]
Another solution is to put a call to runtime.Gosched() in the loop.,"['Dependency: (runtime.Gosched(), relies on, runtime)']","['(func, Dependency, package): (runtime.Gosched(), relies on, runtime)']"
The code above results in this output when I run it in the Go playground:,,[]
"Notice how the first and third pointer printed out are equal, which means they are the same struct",,[]
 But the second pointer is different because it is a copy.,,[]
"Thus, writing fmt.Println(912 * 0.01) has the same effect as writing fmt.Println(9.12)",,[]
"This seems to be exactly the same way that C structs / function parameters work, by the way.",,[]
A method call x.m() is valid if the method set of (the type of) x contains m and the argument list can be assigned to the parameter list of m,,[]
"In prior releases, a goroutine that was looping forever could starve out other goroutines
  on the same thread, a serious problem when GOMAXPROCS provided only one user thread.
  In Go > 1.2, this is partially addressed: The scheduler is invoked occasionally upon
  entry to a function","['Limitation: (GOMAXPROCS, imposes restriction, goroutine)', 'Limitation: (GOMAXPROCS, imposes restriction, thread)']","['(var, Limitation, type): (GOMAXPROCS, imposes restriction, goroutine)', '(var, Limitation, type): (GOMAXPROCS, imposes restriction, thread)']"
"When you pin 912 to float64, the other operand of the floating-point multiplication is implicitly pinned to float64, too",,[]
Another example would be a slice type whose element type is itself:,,[]
"Thus, the expression float64(912) * 0.01 behaves like float64(912) * float64(0.01)",,[]
"A struct or array type has size zero if it contains no fields (or elements, respectively) that have a size greater than zero","['Difference: (struct, compared to, array)']","['(type, Difference, type): (struct, compared to, array)']"
So you can only use this if you already have a reflect.Value,,[]
"The compiler sees that Scale() has a pointer receiver and also that v is addressable (as it is a local variable), so v.Scale(10) will be interpreted as (&v).Scale(10).",,[]
This is just one of the many conveniences the spec offers you so the source code can remain clean.,,[]
"In your second example addresses of the backing arrays (more specifically addresses of some elements of the backing arrays) are used outside of the main() function, they are passed to and used inside the fmt.Println() function, because you are also printing these addresses.","['Collaboration: (main(), passed to, fmt.Println())']","['(func, Collaboration, func): (main(), passed to, fmt.Println())']"
It's Issue 5391: fmt: Scanf rejects \r\n at end of line on Windows.,"['Limitation: (Scanf, imposes restrictions, fmt)']","['(method, Limitation, package): (Scanf, imposes restrictions, fmt)']"
"While this will get rid of the immediate problem you observed, it will effectively move the problem to a different OS thread, if the scheduler decides to move the looping goroutine to its own OS thread that is","['Containment: (goroutine, included within, OS thread)']","['(type, Containment, type): (goroutine, included within, OS thread)']"
"There's another ""use case"" for Value.Elem(), but it's more ""advanced"", we return to it at the end of the answer.",,[]
"reflect.ValueOf() is a function, think of it as the entry point to reflection",,[]
"The map's key type must either be a string, an integer type, or implement encoding.TextMarshaler","['Dependency: (string, relies on, encoding.TextMarshaler)']","['(type, Dependency, type): (string, relies on, encoding.TextMarshaler)']"
"Although if you're just starting with Go, I'd focus on other things and leave reflection for a later adventure.",,[]
"For a great introduction to Go's reflection, read The Go Blog: The Laws of Reflection",,[]
"The error is pretty clear, the function expects type []interface{} but you're passing in a value of type []string","['Difference: ([]interface{}, different conditions, []string)']","['(type, Difference, type): ([]interface{}, different conditions, []string)']"
"We saw how Value.Elem() can be used to ""navigate"" when a pointer is wrapped in the reflect.Value",,[]
"This is kind of an advanced topic, so don't freak out if you don't understand it",,[]
"As you can see, a[0], &a[0] escape to heap, so the backing array of a is dynamically allocated, and thus it will have a different address than that of b's.","['Difference: (a, has a different address than, b)']","['(var, Difference, var): (a, has a different address than, b)']"
"Interfaces in Go is its own topic, for the internals, you may read Go Data Structures: Interfaces by Russ Cox",,[]
It looks Apache will only handle WebSocket with a valid GET request.,"['Limitation: (WebSocket, requires valid, GET)']","['(type, Limitation, method): (WebSocket, requires valid, GET)']"
"Another example (significantly less practical, but here to look at other common go synchronization features) you could introduce a wait group, and a range over a channel:","['Collaboration: (wait group, interacts with, channel)']","['(type, Collaboration, type): (wait group, interacts with, channel)']"
"If the passed value is already an interface value, then the concrete value stored in it will be passed as a interface{}",,[]
"You may still be able to do this from C by setting up a new signal handler, but I would be very cautious going about this (see issues like issue/7227)",,[]
"So if you pass a pointer to interface, this pointer will be wrapped in an interface{} value",,[]
You have to first convert []string to []interface{} before passing it to Exec,"['Conversion: ([]string, convert to, []interface{})', 'Dependency: ([]interface{}, required by, Exec)']","['(type, Conversion, type): ([]string, convert to, []interface{})', '(type, Dependency, method): ([]interface{}, required by, Exec)']"
EDIT: This answer pre-dates Go 1.13 which provides something similar to the presented technique,,[]
"You may use Value.Elem() to get the pointed value, which will be an interface value (not a concrete value), and using Value.Elem() again on this will give you the concrete value.",,[]
You're probably better off using another method for communication other than a signal.,,[]
"You should either handle an error, or not handle it but delegate it to a higher level (to the caller)",,[]
Here's a partial example based on Ian's code from issue 7227:,,[]
Please check The Go Blog: Working with Errors in Go 1.13.,,[]
"If you choose to not handle but delegate it to a higher level, that may be perfectly fine, but don't just return the error value you got, as it may be meaningless to the caller without context.",,[]
"Handling the error and returning it is bad practice as if the caller also does the same, the error might get handled several times.",,[]
"Handling an error means inspecting it and making a decision based on that, which may be you simply log it, but that also counts as ""handling"" it.",,[]
"The Go runtime needs to own the signal handlers, and that extra information isn't exposed in any way",,[]
A really nice and recommended way of delegation is Annotating errors,,[]
There is a public library for annotating errors: github.com/pkg/errors; and its godoc: errors,,[]
"There is no pollution of multiple logs, and all the details and context are preserved because we used errors.Wrap() which produces an error value which formats to a string which preserves the wrapped errors, recursively: the error stack.",,[]
"Note that since the CheckXX() methods do not handle the errors, they don't log anything",,[]
"If you like things simpler and / or you don't want to hassle with external libraries and you're fine with not being able to extract the original error (the exact error value, not the error string which you can), then you may simply extend the error with the context and return this new, extended error.",,[]
"Using these, this is how your error handling may look like:",,[]
"And the following error message would be presented at ObjectThreeHiggerLevel should it decide to ""handle"" it:",,[]
You can then use ByteBody however you want without side-effects on c.Request.Body,,[]
"Using fmt.Errorf(), this is how your error handling may look like:",,[]
"You probably need to review the Concurrency section of the Go FAQ, specifically these two questions, and work out which (if not both) apply to your case:",,[]
"In all the scanning functions, a carriage return followed immediately by a newline is treated as a plain newline (\r\n means the same as \n).","['Equivalence: (\\r\\n, means the same as, \\n)']","['(type, Equivalence, type): (\\r\\n, means the same as, \\n)']"
"You need to use various standard library packages, or channels themselves to synchronize the execution of concurrently running goroutines","['Dependency: (channels, synchronize execution of, goroutines)', 'Dependency: (channels, use, standard library)', 'Dependency: (goroutines, depend on, standard library)']","['(type, Dependency, type): (channels, synchronize execution of, goroutines)', '(type, Dependency, package): (channels, use, standard library)', '(type, Dependency, package): (goroutines, depend on, standard library)']"
"Why does using GOMAXPROCS > 1
  sometimes make my program slower?",,[]
"Go's goroutine scheduler is not as
  good as it needs to be",,[]
Be sure to also read blog post: Error handling and Go,,[]
"Note: If you are able to pass in a template.URL value directly to the template execution, you do not need to register and use a safeURL() custom function:","['Replacement: (template.URL, replaced by, safeURL())']","['(type, Replacement, func): (template.URL, replaced by, safeURL())']"
It basically has 2 functions: 1 for wrapping an existing error:,,[]
"This means you create and return a new error value, but the old one is also wrapped in the returned value",,[]
"In future, it
  should recognize such cases and
  optimize its use of OS threads",,[]
"This
  is because of the significant
  context-switching penalty involved in
  sending data between threads.",,[]
"Programs that perform parallel computation
  should benefit from an increase in GOMAXPROCS.
  However, be aware that concurrency is not parallelism.",,[]
"For more detail on this topic see the
  talk entitled Concurrency is not Parallelism.",,[]
"For
  now, GOMAXPROCS should be set on a
  per-application basis.",,[]
This is in fact the result of an intentional decision of the Go team,,[]
It turned out that allowing type switches on parametrized types can cause confusion,,[]
"If x is addressable and &x's method set contains m, x.m() is shorthand for (&x).m().","['Replacement: (m(), shorthand for, x.m())']","['(method, Replacement, method): (m(), shorthand for, x.m())']"
"We removed this facility because it is always possible to convert a value of any type to the empty interface type, and then use a type assertion or type switch on that",,[]
...and if there also was a custom type with int as the underlying type...,,[]
"...then the switch block would not enter the int case but go right into the default case, because Seconds is not an int",,[]
" However, when a struct is passed in to a function via its value, then a NEW copy of the struct is actually created just for that function call, and any modifications to this new copy of the struct will not affect the original struct.","['Limitation: (struct, imposes modification constraints, function)']","['(type, Limitation, func): (struct, imposes modification constraints, function)']"
But you may register your own custom function which returns a string url parameter as a value of type template.URL:,"['Conversion: (string, returns as, template.URL)']","['(type, Conversion, type): (string, returns as, template.URL)']"
"More details, please refer to proposal: spec: generics: type switch on parametric types",,[]
"The sync.WaitGroup type should encapsulate what you want to do, without needing sleep calls or busy waiting",,[]
"As of this writing, the discussion is still open, and maybe it will result in an entirely new option for switching on a type parameter (such as, switch type T).",,[]
"Luckily, we do not need to wait for this proposal to get implemented in a future release",,[]
"Taking your original example, you could alter it to use a wait group like so:",,[]
That's right! You could never actually mutate o's Value field through this method,,[]
"It allows you to wait on an arbitrary number of tasks, not worrying about in which order they complete.",,[]
And the way to do that is to loop over the strings and add each one to a new slice of interface{}.,"['Containment: (slice, includes, interface{})']","['(type, Containment, type): (slice, includes, interface{})']"
"The other answers are good but in my opinion, there's some information missing.",,[]
"Most of the time, you use pointer receivers to do encapsulation.",,[]
"The main() function is executed in the first (and at startup, only) goroutine, goroutine #1.",,[]
 And thinking of them as the same thing will lead to countless confusion and problems.,,[]
"Also note that sql.DB is reusable, that means that you don't have to sql.Open a new instance every time you need to talk to the database.","['Replacement: (sql.DB, reusable instead of, sql.Open)']","['(type, Replacement, func): (sql.DB, reusable instead of, sql.Open)']"
"This is true for *sql.DB returned by Open, *sql.Stmt returned by Prepare, *sql.Rows returned by Query, etc.","['Containment: (sql.DB, contains, sql.Stmt)', 'Containment: (sql.DB, contains, sql.Rows)', 'Containment: (sql.Stmt, contains, sql.Rows)']","['(type, Containment, type): (sql.DB, contains, sql.Stmt)', '(type, Containment, type): (sql.DB, contains, sql.Rows)', '(type, Containment, type): (sql.Stmt, contains, sql.Rows)']"
"Receivers in Go are just syntactic sugar, as demonstrated by the following code:",,[]
"But as soon as that function calls another function, then the main goroutine is no longer executing the main function, and is instead executing some other function.",,[]
You may use Value.Elem() to get the value (reflect.Value) pointed by the value wrapped by the original reflect.Value,"['Dependency: (Value.Elem(), relies on, reflect.Value)']","['(method, Dependency, type): (Value.Elem(), relies on, reflect.Value)']"
So since you're not releasing any connections DB keeps opening new ones until it hits the limit specified by the postgres settings and then the next call to QueryRow hangs because it waits for a connection to become idle.,,[]
Under the hood *Row holds a *Rows instance which has access to its own connection and that connection is released automatically when Scan is called,,[]
"First off, *sql.DB is not a connection but a pool of connections, it will open as many connection as it needs to and as many as the postgres server allows",,[]
You can run go commands with an alternate go.mod file with the -modfile option:,,[]
"A file named go.mod
must still be present in order to determine the module root directory,
but it is not accessed",,[]
Constant expressions are always evaluated exactly; intermediate values and the constants themselves may require precision significantly larger than supported by any predeclared type in the language.,"['Limitation: (type, precision requirement limitation on, const)']","['(type, Limitation, const): (type, precision requirement limitation on, const)']"
It only opens new connections when there is no idle one in the pool ready for use.,,[]
"If the (dynamic type of the) image does have a Set() method, you may use type assertion and use its Set() method to draw on it","['Equivalence: (Set(), similar functionality, Set())']","['(method, Equivalence, method): (Set(), similar functionality, Set())']"
"The -modfile=file.mod flag instructs the go command to read (and
possibly write) an alternate file instead of go.mod in the module root
directory",,[]
"To ""leave"" reflection, you may use the general Value.Interface() method, which returns you the wrapped value as an interface{}.","['Conversion: (Value.Interface(), transformed into, interface{})']","['(method, Conversion, type): (Value.Interface(), transformed into, interface{})']"
"Create a local.go.mod file with the necessary replace directive for development and build, for example, with:",,[]
"0.01 is not exactly representable in a float64, thus precision is lost in a different place than in the expression float64(912 * 0.01) which arises in the argument of fmt.Println() in your first example, explaining the different results.","['Limitation: (float64, imposes precision restrictions on, fmt.Println())']","['(type, Limitation, func): (float64, imposes precision restrictions on, fmt.Println())']"
Elem returns the value that the interface v contains or that the pointer v points to.,"['Containment: (Elem, contains value of, v)']","['(func, Containment, var): (Elem, contains value of, v)']"
"For example, in Java Json(jackson), we use the JsonTypeInfo annotation to specify the class type, refer to this.",,[]
In some marshal/unmarshal frameworks we need additional information to help the reflector,,[]
"You cannot unmarshal to an interface type, because the reflector does not know which concrete type to give to a new instance to receive the marshaled data.",,[]
"For golang, you can implement the Unmarshaler interface for your own type yourself",,[]
The shell will signal the entire process group when you press ctrl+c,,[]
Guessing the content based on the first byte doesn't seem too robust to me though,,[]
"Extending an error is easiest done by using fmt.Errorf() which allows you to create a ""nice"" formatted error message, and it returns you a value of type error so you can directly return that.","['Conversion: (fmt.Errorf(), transformed into, error)']","['(func, Conversion, type): (fmt.Errorf(), transformed into, error)']"
"And values of variables may be changed, that's what you'd expect from any programming language.",,[]
